0.001	1822
0.03	1823
0.08	1823.5
0.09	1824
0.06	1824.5
0.07	1825
0.09	1825.5
0.1	1826
0.08	1826.5
0.09	1827
0.09	1827.5
0.09	1828
0.07	1828.5
0.06	1829
0.08	1829.5
0.06	1830
0.001	1830.5
0.09	1831
0.12	1831.5
0.12	1832
0.06	1832.5
0.08	1833
0.001	1833.5
0.07	1834
0.07	1834.5
0.08	1835
0.001	1835.5
0.08	1836
0.01	1836.5
0.09	1837
0.08	1837.5
0.09	1838
0.01	1839
0.01	1840
0.01	1841
0.01	1842
0.01	1843



